cnt,var,year,Agriculture,Mining,Manufacturing,Utilities,Construction,Trade services,Transport services,Business services,Financial services,Real estate,Government services,Other services,Total
TUR,VA_Q15,2014,147613,19601,369019,50994,181708,312944,173517,159211,64606,176508,249798,45219,1950738
TUR,VA_Q15,2015,161448,19255,390796,51912,190619,334644,183913,177560,70003,180721,254787,45069,2060727
TUR,VA_Q15,2016,157284,20408,405800,55344,200847,336972,182631,187185,76146,187203,268512,46325,2124658
TUR,VA_Q15,2017,165013,22883,443160,59888,218918,375768,201318,208352,79078,191585,276861,50047,2292872
TUR,VA_Q15,2018,168156,24121,447882,60654,214350,395987,212105,207528,79178,197146,305712,52610,2365430
TUR,EMP,1990,6232,175,2832,33,842,2023,698,429,131,23,2005,706,16126
TUR,EMP,1991,6605,159,2951,28,920,2057,702,436,135,24,2004,734,16755
TUR,EMP,1992,6251,144,3181,61,989,2232,748,469,149,26,2068,741,17059
TUR,EMP,1993,5637,122,2919,130,1167,2265,798,474,135,24,1975,704,16348
TUR,EMP,1994,6319,163,3250,131,1139,2383,765,478,150,26,2046,761,17611
TUR,EMP,1995,6510,139,3265,147,1168,2551,751,473,151,27,2130,783,18096
TUR,EMP,1996,6639,148,3491,111,1224,2570,776,492,159,28,2207,807,18652
TUR,EMP,1997,6336,144,3716,143,1245,2719,776,499,165,29,2208,807,18787
TUR,EMP,1998,6481,133,3735,144,1249,2812,828,526,171,30,2343,829,19282
TUR,EMP,1999,6349,121,3835,122,1287,3009,814,533,182,32,2434,839,19557
TUR,EMP,2000,5570,73,3924,117,1287,3584,913,618,223,39,2239,821,19409
TUR,EMP,2001,5800,88,3863,122,1047,3509,885,602,219,38,2268,819,19261
TUR,EMP,2002,5347,108,4025,132,904,3737,859,592,219,38,2429,813,19205
TUR,EMP,2003,5137,75,3951,129,910,3805,874,613,232,41,2471,805,19043
TUR,EMP,2004,5316,93,4063,108,967,3913,935,650,243,43,2413,826,19571
TUR,EMP,2005,4796,107,4332,103,1107,4216,968,732,240,46,2496,925,20067
TUR,EMP,2006,4566,117,4409,122,1196,4371,988,867,241,46,2550,974,20447
TUR,EMP,2007,4528,127,4431,123,1231,4431,1021,921,250,47,2682,974,20766
TUR,EMP,2008,4667,112,4595,113,1242,4447,991,997,261,53,2773,973,21225
TUR,EMP,2009,4876,97,4220,112,1306,4430,986,1154,273,63,2765,979,21260
TUR,EMP,2010,5288,115,4597,165,1431,4410,1009,1399,273,61,2901,933,22582
TUR,EMP,2011,5716,125,4761,212,1676,4617,1044,1415,280,154,3136,940,24076
TUR,EMP,2012,5673,113,4819,218,1709,4708,1095,1669,264,184,3490,856,24798
TUR,EMP,2013,5597,105,5050,218,1782,4826,1152,1827,288,186,3567,925,25523
TUR,EMP,2014,5470,134,4936,245,1912,4937,1119,2065,301,205,3676,931,25931
TUR,EMP,2015,5483,118,4956,257,1914,5141,1108,2292,294,212,3903,942,26620
TUR,EMP,2016,5305,125,4915,257,1987,5229,1185,2491,301,242,4183,985,27205
TUR,EMP,2017,5464,137,4969,277,2095,5457,1235,2704,271,286,4257,1037,28189
TUR,EMP,2018,5297,151,5232,292,1992,5668,1255,2270,255,293,4928,1108,28741
TWN,VA,1990,179510,13431,1394104,155165,195476,641015,196047,183340,330625,270368,597150,130824,4287055
TWN,VA,1991,182509,14228,1544177,172246,215177,729623,219360,215360,334020,329216,701915,147435,4805266
TWN,VA,1992,192912,21668,1626021,182747,247050,837835,239834,254412,392039,389607,778501,157170,5319796
TWN,VA,1993,216397,28250,1730915,197631,292723,930090,261243,292680,448447,477916,858308,173428,5908028
TWN,VA,1994,227700,21830,1799372,209416,334226,1039485,289305,334640,537267,558295,930238,202606,6484380
TWN,VA,1995,245337,21781,1889751,220855,356063,1185976,315600,374319,548974,656445,1042092,218946,7076139
TWN,VA,1996,244000,20505,2044751,229227,355390,1328553,345452,418340,606834,726710,1152700,252704,7725166
TWN,VA,1997,212493,24365,2213554,240218,372339,1473775,373938,471540,749341,756930,1244445,268924,8401862
TWN,VA,1998,220945,27962,2356552,255223,367808,1631444,401937,545651,769152,806232,1339005,309337,9031248
TWN,VA,1999,238627,27086,2417479,255371,344981,1776642,425505,601625,828503,826517,1426882,317465,9486683
TWN,VA,2000,208394,23949,2609701,245648,318181,1953959,415004,672294,843787,868416,1509002,342118,10010453
TWN,VA,2001,192257,21892,2387088,246903,268023,1909090,414174,707716,826105,876878,1616597,366360,9833083
TWN,VA,2002,191579,22819,2705103,259878,261795,1955550,423802,725052,836876,850587,1671019,386190,10290250
TWN,VA,2003,186528,18906,2934113,263000,253930,1995505,411256,751383,813491,887168,1760004,391484,10666768
TWN,VA,2004,193527,20620,3203799,243594,288654,2163725,430301,783935,865702,919903,1795401,404459,11313620
TWN,VA,2005,198375,18765,3286616,243649,285328,2310880,417916,815840,907438,954835,1857122,424916,11721680
TWN,VA,2006,199407,18926,3413111,236764,332954,2431745,399169,874380,900850,1038864,1925246,450517,12221933
TWN,VA,2007,193556,22912,3692393,221479,353506,2557229,413775,923017,942335,1093069,1959777,457031,12830079
TWN,VA,2008,203918,23578,3494577,227110,354544,2577440,390830,938297,910720,1111560,2004228,467742,12704544
TWN,VA,2009,216457,18039,3353669,274325,318379,2491818,367045,930097,795150,1152525,2038833,476249,12432586
TWN,VA,2010,226177,19014,4021323,277273,365180,2661593,433454,967616,867976,1194384,2096258,492871,13623119
TWN,VA,2011,247587,17178,4031893,222640,380550,2772950,405824,978766,909011,1218783,2147361,502751,13835294
TWN,VA,2012,247313,15405,4120261,233052,381807,2799257,423104,1003505,931028,1249372,2205739,517930,14127773
TWN,VA,2013,264418,14267,4445009,295320,393033,2931115,429057,1039702,970475,1296970,2208160,529945,14817471
TWN,VA,2014,302781,14328,5056638,332759,410455,2993647,468163,1104234,1054084,1328010,2241253,556082,15862434
TWN,VA,2015,298855,13257,5348932,395143,420326,3081317,516593,1170054,1099345,1367956,2259824,566681,16538283
TWN,VA,2016,327502,10818,5655706,394435,411154,3113672,511241,1225173,1124827,1399263,2301826,571440,17047057
TWN,VA,2017,328835,10536,5873213,348821,417259,3232861,546338,1261605,1178408,1437581,2319011,590619,17545087
TWN,VA,2018,312562,11111,5963305,318062,441341,3343581,547564,1296902,1229002,1489190,2374500,613835,17940955
TWN,VA_Q15,1990,310701,46147,1063293,132530,347382,915513,206884,173274,376809,383237,988285,185264,5095587
TWN,VA_Q15,1991,316385,46024,1125562,151648,360139,999326,221671,196597,371236,442624,1106093,201119,5505112
TWN,VA_Q15,1992,308737,45486,1184617,166411,390978,1103827,239196,220467,418031,493210,1162712,205529,5928454
TWN,VA_Q15,1993,323225,51142,1233953,177590,434521,1188334,250967,245546,463832,567294,1238731,217000,6367744
TWN,VA_Q15,1994,307960,50654,1315022,190983,466889,1291887,265578,276486,530615,634646,1301644,244674,6851062
TWN,VA_Q15,1995,319804,49551,1395563,203456,473070,1403571,283649,304037,521438,712743,1417557,252729,7296475
TWN,VA_Q15,1996,315450,43742,1484012,212167,464526,1516818,297043,333580,559241,766071,1526643,284814,7754555
TWN,VA_Q15,1997,310073,38601,1589963,223795,466890,1597800,310022,365514,679998,784208,1590857,293515,8242427
TWN,VA_Q15,1998,286638,34681,1624364,238969,469301,1692236,320220,419701,681610,807126,1650885,323568,8552604
TWN,VA_Q15,1999,296432,32543,1760638,244129,464598,1820693,357660,498740,733734,832520,1721295,329044,9142601
TWN,VA_Q15,2000,302780,30319,1921515,247420,444785,1965589,381464,573131,744548,875944,1788297,351801,9730478
TWN,VA_Q15,2001,290230,27311,1789616,239117,393900,1984054,367344,603056,717821,883159,1844197,372382,9553299
TWN,VA_Q15,2002,311651,26527,2003750,251782,406697,2043691,381375,640996,732206,869315,1898839,398194,10061707
TWN,VA_Q15,2003,307064,20271,2233812,263198,393622,2091394,384824,671261,742033,909713,1955836,407613,10551895
TWN,VA_Q15,2004,290671,19682,2493750,283761,422310,2224019,409064,713197,797880,943180,1994888,416446,11273171
TWN,VA_Q15,2005,278419,17428,2713275,298475,429823,2371200,419893,743224,834249,983666,2014300,439992,11855413
TWN,VA_Q15,2006,310960,13711,2929732,309537,449024,2507280,434326,804364,860733,1064053,2043251,460959,12513898
TWN,VA_Q15,2007,310440,13890,3360937,309836,454610,2654124,456562,849963,921990,1131918,2063038,479963,13401182
TWN,VA_Q15,2008,310863,12581,3402597,309506,413104,2675575,453972,866105,889445,1151560,2098856,488354,13462367
TWN,VA_Q15,2009,302173,11393,3334474,356452,367753,2619749,429956,867343,820371,1176159,2135666,493197,13236884
TWN,VA_Q15,2010,308611,16442,4112175,379041,418545,2798971,464864,936855,889105,1231108,2190754,515997,14690607
TWN,VA_Q15,2011,322763,15652,4384307,385741,422906,2924743,476658,973732,925009,1253798,2235408,529100,15291454
TWN,VA_Q15,2012,312416,15714,4619093,394824,416802,2959845,483095,1005323,939391,1276772,2249745,539016,15642447
TWN,VA_Q15,2013,317376,15021,4775551,399013,420294,3002395,517727,1044380,976857,1315301,2240430,548747,16028087
TWN,VA_Q15,2014,323865,14271,5278012,408970,423554,3090146,520412,1104865,1054945,1340360,2255811,568823,16860412
TWN,VA_Q15,2015,298855,13257,5348932,395143,420326,3081317,516593,1170054,1099345,1367956,2259824,566681,17019906
TWN,VA_Q15,2016,270011,11889,5565301,415717,415400,3092042,531213,1224639,1124290,1381357,2265198,561922,17361784
TWN,VA_Q15,2017,292339,12007,5867807,419287,412145,3209742,564627,1265008,1182650,1404672,2276947,572007,18000579
TWN,VA_Q15,2018,305456,12979,6061946,431331,420022,3313264,595476,1314081,1227523,1440855,2302578,589969,18548033
TWN,EMP,1990,1061,19,2661,85,672,1882,385,272,211,39,907,412,8607
TWN,EMP,1991,1089,18,2606,87,714,1988,391,277,215,40,866,430,8722
TWN,EMP,1992,1062,17,2593,87,777,2056,393,297,239,45,910,450,8927
TWN,EMP,1993,1003,18,2491,85,878,2097,405,330,275,51,922,472,9028
TWN,EMP,1994,974,17,2492,85,966,2176,413,342,288,54,934,484,9224
TWN,EMP,1995,952,14,2456,85,1002,2229,410,355,305,57,934,505,9303
TWN,EMP,1996,916,13,2429,83,927,2176,412,368,319,58,974,529,9204
TWN,EMP,1997,876,12,2577,83,884,2189,407,375,338,61,984,533,9319
TWN,EMP,1998,820,11,2618,83,864,2189,408,402,356,61,996,548,9356
TWN,EMP,1999,774,10,2610,83,842,2222,406,432,365,56,1027,562,9390
TWN,EMP,2000,738,10,2662,85,831,2282,409,470,377,48,1047,575,9533
TWN,EMP,2001,706,9,2594,83,745,2211,403,503,373,40,1067,588,9322
TWN,EMP,2002,709,9,2572,83,724,2272,395,535,380,41,1085,597,9401
TWN,EMP,2003,696,9,2600,87,701,2288,396,561,378,44,1158,603,9521
TWN,EMP,2004,642,7,2681,92,732,2331,405,582,390,55,1198,621,9736
TWN,EMP,2005,590,7,2732,87,791,2360,403,630,406,61,1215,623,9905
TWN,EMP,2006,554,7,2777,87,829,2424,413,659,407,66,1231,629,10082
TWN,EMP,2007,543,6,2842,92,846,2463,410,713,404,74,1260,622,10274
TWN,EMP,2008,535,6,2886,99,842,2457,407,749,411,74,1303,625,10394
TWN,EMP,2009,543,5,2790,102,788,2428,402,755,413,68,1363,623,10279
TWN,EMP,2010,550,4,2861,107,797,2474,404,769,428,75,1394,631,10493
TWN,EMP,2011,542,4,2949,108,831,2491,411,804,428,87,1425,630,10709
TWN,EMP,2012,544,4,2975,112,845,2550,414,830,426,90,1435,635,10860
TWN,EMP,2013,544,4,2988,113,861,2593,425,844,422,92,1445,638,10967
TWN,EMP,2014,548,4,3007,112,881,2617,433,868,416,98,1455,639,11079
TWN,EMP,2015,555,4,3024,112,895,2655,437,889,420,100,1462,645,11198
TWN,EMP,2016,557,4,3028,112,899,2679,440,903,424,100,1470,650,11267
TWN,EMP,2017,557,4,3045,112,901,2707,443,917,429,103,1476,657,11351
TWN,EMP,2018,561,4,3064,111,904,2739,446,928,432,106,1476,664,11435
TZA,VA,1990,329706,10207,165446,16571,65700,228722,152137,61469,45518,86743,70157,32078,1264452
TZA,VA,1991,440305,19029,183542,25145,68377,279993,195898,75594,55005,104820,95833,35552,1579094
TZA,VA,1992,526505,30772,230372,44277,90845,364316,209113,85065,63150,120342,113509,42117,1920383
TZA,VA,1993,664086,30051,290591,61187,124520,436851,327858,106824,72075,137351,144683,51184,2447261
TZA,VA,1994,861737,42906,350820,83224,163970,566323,415024,140234,96320,183555,192684,68473,3165270
TZA,VA,1995,1196907,58104,449981,128687,182915,746814,507168,164247,110479,210536,249963,85425,4091227
TZA,VA,1996,1511609,63850,573066,140894,221971,886267,618195,207436,142003,270610,309578,100636,5046114
TZA,VA,1997,1836004,89186,668777,160563,317389,1015738,702927,254364,180236,343467,486104,151092,6205848
TZA,VA,1998,2103008,123976,867303,175967,430802,1146744,801299,315094,230960,440132,595627,187236,7418149
TZA,VA,1999,2404642,135592,933733,215186,529064,1331699,944119,379215,251615,532201,690427,218732,8566225
TZA,VA,2000,2647299,164001,1015665,269123,554131,1467895,1048468,450384,272429,639354,806243,238006,9572996
TZA,VA,2001,2893357,220152,1082015,312253,627198,1654860,1141634,495526,299615,689366,947932,258258,10622166
TZA,VA,2002,3278659,302749,1229369,335093,932821,1809169,1234566,544636,384609,742111,1117521,275221,12186525
TZA,VA,2003,3803398,396602,1423234,364541,1275098,2009931,1354731,631416,438221,835723,1264552,281130,14078577
TZA,VA,2004,4483870,491786,1603093,397550,1459062,2208075,1494764,738538,490876,934998,1513287,314570,16130469
TZA,VA,2005,4808137,629486,1801198,441760,1648740,2478343,1655489,920416,567687,1119038,1762150,340580,18173024
TZA,VA,2006,5957188,967793,2261644,420516,2140639,2764211,1887032,1102639,722690,1267370,2318637,388386,22198745
TZA,VA,2007,6308268,965825,2425227,476887,2615123,3315858,2134097,1318191,948587,1434098,2897604,448466,25288231
TZA,VA,2008,8268972,1015921,2924757,553016,3539803,3958991,2663333,1541375,1201069,1534074,3186271,514049,30901631
TZA,VA,2009,10047023,1103030,3335775,619256,3379580,4693119,3149903,1821142,1482882,1725249,3658967,585008,35600934
TZA,VA,2010,11494480,1841734,3906583,671053,4230537,5442184,3451457,2205102,1763765,1820813,3989194,625031,41441933
TZA,VA,2011,13482582,2757659,5166305,550373,5820969,6646704,3734290,2412331,2204121,2021595,4654636,687336,50138901
TZA,VA,2012,16717418,3103346,5942651,810456,6135985,7782060,3786570,2837427,2588511,2332109,5447934,795836,58280303
TZA,VA,2013,19786338,3163066,6728832,884842,8016899,8481647,5309422,3348894,2571757,2581706,6534882,909728,68318013
TZA,VA,2014,21529189,3129240,7609649,1202302,9036411,9470822,6229690,3986878,3651522,2748558,7307193,1061695,76963149
TZA,VA,2015,25515220,4100726,7494105,1202790,10562986,10282887,7006969,4431887,4235612,2982403,8474214,1156823,87446622
TZA,VA,2016,30039064,5352812,8552527,915138,12388353,11499541,7625629,5070075,5322009,3194186,9151647,1315478,100426459
TZA,VA,2017,34466256,5253724,9185340,941776,14626082,12559612,7970063,5634400,4833337,3364595,9618910,1496913,109951008
TZA,VA,2018,36539300,6573059,10418295,915089,16825564,13445864,8381276,6072111,4823650,3553630,10018678,1628100,119194616
TZA,VA_Q15,1990,8690114,395310,1603077,230176,1118423,3400003,1787176,1146500,600490,1244441,1498352,632917,22346980
TZA,VA_Q15,1991,9593637,515902,1794022,291053,1121409,3468476,1813101,1131384,610057,1253151,1730156,646662,23969010
TZA,VA_Q15,1992,9667253,671240,1833576,431082,1508275,3796011,1935410,1173344,590632,1210145,1743326,653717,25214011
TZA,VA_Q15,1993,10335373,576055,1882568,501903,1708753,3834981,2071789,1058297,568108,1163674,1835804,654766,26192072
TZA,VA_Q15,1994,10354442,569419,1809787,531892,1822409,3873560,2148461,1123921,588855,1211659,1894584,664243,26593231
TZA,VA_Q15,1995,11113187,641101,1857065,653948,1566808,4061554,2300531,1087929,538756,1105034,1953091,649959,27528964
TZA,VA_Q15,1996,11651838,708613,1958771,604018,1696091,4066228,2350368,1164323,583502,1198231,2039526,661869,28683378
TZA,VA_Q15,1997,11858891,825633,2052916,576782,1831905,3904964,2448964,1271956,620562,1274352,2528200,676487,29871614
TZA,VA_Q15,1998,12100783,1055061,2221664,553818,2011645,3862530,2603595,1441848,697486,1430730,2676864,694147,31350172
TZA,VA_Q15,1999,12514449,1143658,2332837,609158,2169205,4034520,2686573,1557367,745490,1556075,2708885,753332,32811548
TZA,VA_Q15,2000,12913651,1291439,2423427,707977,2166311,4132693,2776558,1712547,812926,1737195,2946708,769620,34391052
TZA,VA_Q15,2001,13547760,1471128,2538260,780071,2323616,4424443,2905709,1759611,855353,1778756,3275826,791156,36451689
TZA,VA_Q15,2002,14441533,1746355,2767412,795178,2641017,4594604,3124880,1834120,916390,1818891,3641636,819399,39141416
TZA,VA_Q15,2003,15122404,2073448,3061562,811454,3051223,4788162,3327914,1977724,1002211,1921405,3992284,834858,41964650
TZA,VA_Q15,2004,16139427,2424157,3370384,833295,3466762,4953257,3632947,2114831,1069919,2024215,4479049,857591,45365835
TZA,VA_Q15,2005,16753091,2797716,3675914,878250,3790207,5273070,3849974,2360041,1239491,2297819,4908496,873282,48697352
TZA,VA_Q15,2006,17069307,2349012,3879321,829420,4506608,5687677,4184106,2418068,1468882,2325450,5018695,851724,50588270
TZA,VA_Q15,2007,17282926,2534974,4269766,862363,5048500,6303913,4251189,2695687,1773060,2339475,5467177,917108,53746138
TZA,VA_Q15,2008,18665851,2272754,4724971,900678,5556991,6721547,4358974,2742660,2110842,2385807,5428060,914678,56783811
TZA,VA_Q15,2009,19700045,2716823,4986211,946875,5364413,6891511,4666523,2951608,2509107,2440239,5620533,948149,59742035
TZA,VA_Q15,2010,20308269,2918754,5440923,1030803,5941765,7527225,5190161,3301051,2840201,2494264,5610681,935675,63539774
TZA,VA_Q15,2011,21033669,3098493,5804837,997053,7312775,8318778,5451518,3246744,3260534,2542887,6239458,925082,68231830
TZA,VA_Q15,2012,21938869,3329770,6095027,1035065,7622342,8753723,5737227,3477239,3465209,2623295,6870030,975289,71923085
TZA,VA_Q15,2013,22664763,3498967,6359955,1106053,9120477,9139706,6116846,3720993,3442780,2743577,7228852,1010809,76153776
TZA,VA_Q15,2014,24162951,3716437,6974930,1207131,9335135,9927486,6634388,4227866,3799711,2854162,7848757,1125870,81814824
TZA,VA_Q15,2015,25515220,4100726,7494105,1202790,10562986,10282887,7006969,4431887,4235612,2982403,8474214,1156823,87446622
TZA,VA_Q15,2016,26844561,4423812,8343929,1307340,12145444,10910380,7439638,4756168,4302352,3125427,9097065,1234032,93930147
TZA,VA_Q15,2017,28437505,4657557,9022927,1353126,13982870,11522580,7938310,5164436,4177474,3260266,9523673,1372056,100412781
TZA,VA_Q15,2018,29706748,4698398,9700461,1434309,15666261,12102488,8813119,5445839,4126305,3381189,9919483,1460179,106454779
TZA,EMP,1990,8926,83,213,10,102,645,103,24,7,1,301,141,10555
TZA,EMP,1991,9164,103,239,12,92,691,103,23,6,1,309,146,10889
TZA,EMP,1992,9368,96,235,13,92,699,98,25,7,1,320,148,11100
TZA,EMP,1993,9540,90,229,14,93,708,96,27,7,1,332,150,11286
TZA,EMP,1994,9714,85,221,15,92,726,93,29,8,1,347,154,11485
TZA,EMP,1995,9879,80,218,17,91,732,90,32,9,1,359,155,11662
TZA,EMP,1996,9970,75,216,18,93,745,89,35,10,1,373,158,11784
TZA,EMP,1997,10049,71,211,20,98,766,88,39,11,1,389,162,11904
TZA,EMP,1998,10139,67,210,22,103,785,88,43,13,1,405,165,12041
TZA,EMP,1999,10198,63,205,24,107,809,88,48,15,2,423,169,12151
TZA,EMP,2000,10288,60,202,27,109,837,88,55,17,2,443,173,12300
TZA,EMP,2001,10376,56,200,29,114,864,89,62,20,2,464,178,12453
TZA,EMP,2002,10299,63,227,38,126,945,95,74,25,3,517,193,12605
TZA,EMP,2003,10926,67,266,31,144,1060,118,78,22,3,511,268,13494
TZA,EMP,2004,11553,72,313,25,157,1203,148,82,20,3,509,374,14460
TZA,EMP,2005,12134,78,370,20,172,1390,189,89,19,3,513,529,15506
TZA,EMP,2006,12720,83,432,17,183,1596,236,94,17,3,515,748,16644
TZA,EMP,2007,12901,95,460,18,203,1785,268,106,20,3,550,724,17133
TZA,EMP,2008,13142,107,484,20,228,1940,293,115,23,4,577,686,17618
TZA,EMP,2009,13276,121,504,22,225,2140,324,125,27,4,608,652,18028
TZA,EMP,2010,13341,135,527,23,248,2323,355,136,32,4,635,610,18367
TZA,EMP,2011,13377,151,559,24,285,2520,388,148,37,5,663,567,18723
TZA,EMP,2012,13560,170,582,26,290,2748,423,160,43,5,695,528,19229
TZA,EMP,2013,13674,192,598,30,357,2999,467,175,51,5,729,490,19768
TZA,EMP,2014,13399,218,619,33,422,3324,522,194,61,6,773,460,20030
TZA,EMP,2015,13772,205,637,32,417,3251,500,190,58,6,777,506,20350
TZA,EMP,2016,14176,192,655,31,411,3180,480,186,56,5,781,557,20711
TZA,EMP,2017,14543,180,674,29,406,3111,460,183,53,5,785,613,21042
TZA,EMP,2018,14889,169,694,28,400,3043,441,179,51,5,789,674,21362
UGA,VA,1990,815206,7207,119764,47173,47567,239657,47396,115041,25274,60052,172935,20881,1718152
UGA,VA,1991,1084194,14039,167680,75499,76623,314752,71150,164980,36094,85761,299670,31687,2422129
UGA,VA,1992,1892806,23217,265321,126497,122993,511709,107586,255006,55902,132829,487289,49873,4031028
UGA,VA,1993,1818323,28686,325250,150594,146498,554650,127447,306686,67324,159968,645064,67317,4397808
UGA,VA,1994,2506824,26685,414929,236495,178708,693944,144085,357127,78603,186766,735909,72504,5632579
UGA,VA,1995,2651632,36798,530298,269994,222513,872231,172733,453529,100307,238339,846374,82608,6477357
UGA,VA,1996,2624770,60527,634648,317412,272071,995793,203114,538489,119192,283211,974308,96831,7120365
UGA,VA,1997,2777200,90474,784843,392159,310766,1085679,241269,600140,132130,313952,1075199,106297,7910107
UGA,VA,1998,2946417,99160,866700,417790,372234,1240140,252765,695425,153287,364223,1200153,113526,8721821
UGA,VA,1999,3181414,114511,991454,450089,446923,1383880,289871,781312,169079,401746,1381352,125229,9716860
UGA,VA,2000,3306737,134905,1049692,493195,503004,1516513,322298,890110,183938,437052,1567556,135164,10540164
UGA,VA,2001,3409446,154615,1218559,566790,558839,1700449,354095,1104872,220133,494212,1832111,155673,11769791
UGA,VA,2002,3327031,177624,1292019,667846,652079,1813182,364299,1248147,208586,544833,2105945,175951,12577544
UGA,VA,2003,4115682,176014,1433647,728785,749431,2074657,410362,1421161,288191,599315,2358515,206158,14561918
UGA,VA,2004,4360699,201269,1592747,802544,877626,2256681,454797,1593134,345472,656880,2557587,247021,15946456
UGA,VA,2005,5307658,232693,1831436,1007862,1042026,2644161,519396,1814951,360174,737916,2886727,299046,18684046
UGA,VA,2006,5641597,261499,2083252,1192064,1090248,3144059,589149,2266794,418344,831963,3270112,360285,21149367
UGA,VA,2007,5981049,318042,2414450,1617594,1372516,3748609,712872,2641950,560405,953028,3374212,438573,24133300
UGA,VA,2008,7536468,385926,3050037,1784599,1671455,4675423,885997,3025778,702350,1085666,3622452,531815,28957967
UGA,VA,2009,10754439,485911,2989448,1531564,2142660,5899752,1040996,3733092,892528,1693399,4090596,661748,35916132
UGA,VA,2010,14798070,400565,4048246,1200367,2492993,6677401,1080107,4655514,1030619,2039752,4893804,755834,39727367
UGA,VA,2011,14176252,430349,5822263,1376750,3950693,9409983,1431919,4148200,1356828,2029177,5457340,903650,50493404
UGA,VA,2012,16073314,579972,5842889,1854510,4289449,10239802,1786997,4700706,1595117,2407694,6528825,1102862,57002136
UGA,VA,2013,16662356,534711,6046168,2161447,4976027,10840383,2169954,4761881,1625063,2864243,7733432,1241431,61617095
UGA,VA,2014,18069258,513993,6027927,2452846,5526526,11121887,2268294,5431677,2097216,3182010,8720085,1360582,66772301
UGA,VA,2015,19321190,533981,7338716,2752967,5959825,13056680,2481756,6196410,2450104,3617032,9601837,1518326,74828825
UGA,VA,2016,20326317,623334,7827416,3225725,6492827,13497475,2711965,5478596,2887946,3984946,11301615,1703997,80062160
UGA,VA,2017,24438304,558294,8552646,3751525,6784903,14665594,2745814,6053842,3232927,4302546,12923425,2028553,90038373
UGA,VA,2018,24321761,404970,10240100,4154828,8836603,18259317,3062319,7103696,3694418,4637353,14586990,2312439,101614795
UGA,VA_Q15,1990,7879693,22963,951333,201608,424321,2291980,413731,485045,162543,694853,3426101,356164,14470161
UGA,VA_Q15,1991,8159159,30448,1076539,246822,454916,2302598,451210,531390,177566,759075,3701553,400706,15511753
UGA,VA_Q15,1992,8491501,33285,1176450,261782,482497,2369673,476824,521326,174091,744219,3988942,404401,16281671
UGA,VA_Q15,1993,8860305,37013,1316883,308968,528140,2546421,514308,620299,207856,888563,4157426,471656,17457629
UGA,VA_Q15,1994,9596416,35865,1580365,422828,672139,2776327,597038,632213,211477,904042,4427894,459998,19221794
UGA,VA_Q15,1995,9953788,45482,1771556,452021,780546,3267685,666674,751717,252710,1080307,4658850,484846,20892162
UGA,VA_Q15,1996,9980183,66297,2096244,508753,857318,3571559,723344,853781,287486,1228972,4831364,504619,22297677
UGA,VA_Q15,1997,10320831,96741,2615864,622141,1008501,3854185,783944,938928,315437,1348460,3733877,400862,23438746
UGA,VA_Q15,1998,11347634,102592,2855133,657612,1115408,4368051,816768,999406,475413,1434973,3993687,423988,25777597
UGA,VA_Q15,1999,12008049,109684,3117066,676140,1197570,4652022,870239,1079853,483711,1522960,4286684,440620,27473453
UGA,VA_Q15,2000,12430285,123009,3227564,715823,1232217,4925363,894369,1195941,492966,1612599,4521245,470022,28877560
UGA,VA_Q15,2001,13542636,132240,3443782,792599,1284569,5321077,942472,1396548,626305,1710721,4932185,502661,31602310
UGA,VA_Q15,2002,13858912,148423,3542294,930846,1464699,5655190,966289,1471313,790881,1739128,5472042,541584,33568294
UGA,VA_Q15,2003,14426860,142866,3834011,941972,1634650,6000526,1037576,1642819,783448,1886206,5772000,588259,35733583
UGA,VA_Q15,2004,14628147,157453,4015453,998365,1845098,6281963,1122290,1784488,888472,2000126,6025765,678226,37530390
UGA,VA_Q15,2005,15256225,194502,4475618,1190098,2338570,6986730,1198510,1861801,1007348,2044820,6484257,782765,41320997
UGA,VA_Q15,2006,15057672,231192,4655940,1338074,2585712,7897245,1276428,2151539,1177394,2154125,6980482,889495,44388964
UGA,VA_Q15,2007,15212752,241153,4975122,1667449,2793923,8646847,1388668,2430347,1186805,2405600,6827287,952980,47270693
UGA,VA_Q15,2008,15912612,272166,5452237,1719877,3475271,10082826,1520054,2833982,1367201,2578224,6976602,1071460,51909159
UGA,VA_Q15,2009,16807356,270708,5713955,1892419,3880957,10609809,1596450,3350373,1413585,2693069,7209000,1111127,55331370
UGA,VA_Q15,2010,17236276,322607,6047259,2041483,4086589,11324924,1780979,4384971,1580911,2788383,7898509,1169060,59971876
UGA,VA_Q15,2011,17563664,363377,6414482,2149842,4862181,11929038,1928824,4610507,1671337,2903090,8336676,1224545,63204349
UGA,VA_Q15,2012,17624273,387684,6341224,2366040,4828887,12028000,2030829,5115781,1708418,3009224,8718470,1266172,64996885
UGA,VA_Q15,2013,18091120,397440,6376245,2461076,5296695,12295809,2153220,5675181,1774209,3193454,9171428,1337441,68048838
UGA,VA_Q15,2014,18579721,448908,6660374,2609472,5726416,12471719,2276324,5757915,2301127,3403922,9500094,1439469,70969782
UGA,VA_Q15,2015,19321190,533981,7338716,2752967,5959825,13056680,2481756,6196410,2450104,3617032,9601837,1518326,74828825
UGA,VA_Q15,2016,19264399,540036,7389995,2924010,6292541,13301918,2585575,6645457,2529044,3818528,9749501,1621475,76898096
UGA,VA_Q15,2017,20136797,571783,7396265,3139730,6505296,13705426,2704046,7190315,2778279,4052205,10158793,1811113,80644546
