"","cnt","var","year","agr","min","man","pu","con","wrt","tra","com","fin","dwe","pub","oth","tot","c_id"
"182","BGD","VA",1997,497105.4,26899.62,287960.5,33598.48,104264.3,249577.7,158040.2,88835.02,46873.54,112073,141469.3,209591.1,1956288,3
"183","BGD","VA",1998,545187.7,29163.42,332746.8,34777.33,118737.7,281278.2,169776.2,95987.25,50819.44,121243,159157.8,232038,2170913,3
"184","BGD","VA",1999,617108.7,30877.33,348853.6,37340.27,133869.1,308841.8,183255.5,105789.9,56922.6,134690.3,178583.5,252049.8,2388182,3
"185","BGD","VA",2000,649263.7,34535.27,370714.1,40420.27,150977.9,331755.8,201214.1,113779.2,61957.32,145387.8,200852.6,277429,2578287,3
"186","BGD","VA",2001,656729,39445.4,406863.9,44027.86,165650.9,368565.8,222809.4,124258.8,66426.4,153821.2,215896.3,295210.2,2759705,3
"187","BGD","VA",2002,666331.2,44787.37,444857.8,47892.01,181280,400841.8,255692.7,136497.9,71459.42,165027.7,231012.2,322923.7,2968604,3
"188","BGD","VA",2003,701444.1,49450.94,487509.4,52487.68,197190.2,444048.6,315125.4,146808.6,80144.49,176607.6,253476.2,363615,3267908,3
"189","BGD","VA",2004,747559.7,54443.26,548315.2,58212.19,217589.8,500938.2,347478.3,160199.3,88284.3,189827.9,280004.3,409172.3,3602025,3
"190","BGD","VA",2005,796742.2,60384.42,625660.9,64586.66,248983.5,571090.8,378078,182073.9,100801.5,204571.5,313518.9,461613.7,4008106,3
"191","BGD","VA",2006,873679,69379.85,733431.3,70934.8,280994.1,647332,419569.8,206193,113534.3,221164.6,354432.5,521664.1,4512309,3
"192","BGD","VA",2007,977875.2,79519.88,863844.3,73545.11,321658,749706.6,467934.6,234069.6,131534.7,239958.2,411556.3,593671.7,5144874,3
"193","BGD","VA",2008,1112305,91922.21,999232.2,79866.94,375725.2,888272.4,540257.3,266249.1,152108.4,260064.6,470074.5,684050.5,5920129,3
"194","BGD","VA",2009,1237352,105957.8,1132723,86073,429457.3,1003237,607424.7,300906.4,174029.2,280687.4,534688.2,795326.8,6687863,3
"195","BGD","VA",2010,1388395,121245.5,1278114,94656.49,476860.6,1140720,677738.4,338520.1,208927.4,303467.4,612241,932941.6,7573827,3
"196","BGD","VA",2011,1539506,142084,1465027,115893,570716,1295602,810162,394898.4,275454,341819.6,694052,1046077,8691291,3
"197","BGD","VA",2012,1707064,166504,1679275,141894,683044,1471513,968486,460666.1,363164,385018.9,786795,1172932,9986356,3
"198","BGD","VA",2013,1857524,194611,1971272,163812,824321,1658428,1068802,523575.2,422665,438627.8,899758,1389516,11400000,3
"199","BGD","VA",2014,2062758,210799,2232207,184006,908336,1856105,1151621,604656.9,485632,499178.1,1044189,1565516,12800000,3
"200","BGD","VA",2015,2240810,238757,2544831,198682,1084839,2075133,1500253,689224.6,557610,574049.4,1184333,1764017,14700000,3
"201","BGD","VA",2016,2433902,285777,2951100,238291,1263532,2313157,1474835,796714.7,636013,657494.3,1479813,1942478,16500000,3
"202","BGD","VA",2017,2650253,341270,3418287,262435,1461073,2632763,1639096,926258.3,732046,750792.7,1742829,2142127,18700000,3
"203","BGD","VA",2018,2942398,388837,4041443,293361,1698550,3019453,1799175,1056939,837283,854374.5,1987697,2363779,21300000,3
"204","BGD","VA_Q15",1990,963110.5,29319.79,377602,26996.67,160535.7,467991.9,431429.5,124373.1,110255.4,264380,206746.6,610194.6,3772936,3
"205","BGD","VA_Q15",1991,978628.2,35539.14,386548.4,32545.53,167756,486560.6,444703.3,128543.8,113990.5,273336.2,220931.1,648023.8,3917106,3
"206","BGD","VA_Q15",1992,1000086,41758.49,414867,38235.17,175224.5,505568.7,463042.6,132975.3,117825.2,282531.4,236334.2,691143.9,4099592,3
"207","BGD","VA_Q15",1993,1018138,47533.6,452553.6,43366.52,183648.2,505728.5,485460.5,129649.8,113804,272889.2,275831.2,820611.7,4349215,3
"208","BGD","VA_Q15",1994,1043898,51766.52,491570.6,46406.82,194648.3,521741.4,498873.5,134684.6,117038.4,282096.7,301289.7,842943.3,4526957,3
"209","BGD","VA_Q15",1995,1052726,54430.41,531609.9,49440.26,212703.7,550575.4,512540.2,142631.2,122904.3,291483.9,318124,866036.3,4705205,3
"210","BGD","VA_Q15",1996,1049542,59684.94,587327,52055.37,233041.9,593620.7,533162.9,150352.8,129163,301614.4,330664.9,889890.7,4910121,3
"211","BGD","VA_Q15",1997,1082112,64345.77,624958.9,54883.08,252860.5,621225.9,556845.7,157825,135459.5,311879.2,341216.3,914653.8,5118266,3
"212","BGD","VA_Q15",1998,1146986,66639.57,656527.6,55943.75,274715.9,655142.4,578379,168684,142423.2,322924.5,357421.7,940159.2,5365947,3
"213","BGD","VA_Q15",1999,1183636,70475.41,712625.3,57068.44,300769.1,694498.2,610294.2,176182,149930.5,335196.4,379334,966957.1,5636966,3
"214","BGD","VA_Q15",2000,1239792,71404.49,735391.1,60492.77,327597,739748,646271.7,183600.6,158029.8,347999,401934.4,995482.6,5907744,3
"215","BGD","VA_Q15",2001,1331302,78170.23,770392.2,64596.03,355383.6,793605.8,685916.3,191234,166721,361342.6,426639.5,1025921,6251225,3
"216","BGD","VA_Q15",2002,1373084,85791.79,821882.9,69375.92,386117.3,844841.7,727278.1,206240.8,175961.2,373668.2,452091.8,1058209,6574543,3
"217","BGD","VA_Q15",2003,1373163,89677.75,866952.8,74670.16,419379.7,900659.3,762461.4,221323.3,187757.6,386446,480380.4,1092449,6855320,3
"218","BGD","VA_Q15",2004,1415414,96108.09,925458,80659.31,453313.5,955861,803091.4,237079,200275.1,400056,509805.4,1128717,7205838,3
"219","BGD","VA_Q15",2005,1473298,103471.4,991122.2,87988.03,490730,1018914,842607.1,252747.5,214326.4,414392.8,545457.3,1173521,7608575,3
"220","BGD","VA_Q15",2006,1505802,112145.4,1072307,95815.08,531489.1,1090914,875520.3,283031.3,233452.5,429524.6,587955.6,1221031,8038988,3
"221","BGD","VA_Q15",2007,1580159,122527.2,1187752,103162.1,575680.4,1164917,910433.3,316172.5,253299.7,445379.2,636985.9,1270980,8567449,3
"222","BGD","VA_Q15",2008,1652138,132731.7,1303243,105324.6,616016.6,1258304,947454.3,352805,276564.2,461624.4,690225.5,1329176,9125607,3
"223","BGD","VA_Q15",2009,1705087,144601.6,1397233,112452.1,650989.4,1344544,990184,395219,301152.6,476399.6,738468.1,1390534,9646864,3
"224","BGD","VA_Q15",2010,1775278,158827,1490506,119099.6,688072.6,1428867,1040751,437399.2,328238,488148.2,793258.2,1455929,10200000,3
"225","BGD","VA_Q15",2011,1884491,171765.4,1589577,130972.7,737678.2,1512616,1115741,468939.3,348740,499316.3,848241.9,1502736,10800000,3
"226","BGD","VA_Q15",2012,1968471,177977.7,1748748,148475.6,788971.4,1613376,1195839,510356.7,385161,512407.3,909499.1,1551282,11500000,3
"227","BGD","VA_Q15",2013,2027806,190303.5,1922840,164177.9,855439.4,1721254,1281872,563795.1,442004.7,524781.4,969746.3,1601654,12300000,3
"228","BGD","VA_Q15",2014,2077791,208105.1,2121024,178929.5,924237.8,1827931,1350333,603351.8,482282.4,542258.4,1028025,1653773,1.3e+07,3
"229","BGD","VA_Q15",2015,2168630,217852.9,2306969,187051.1,998937.1,1950844,1418415,650679.4,517353.2,555851.5,1095304,1707916,13800000,3
"230","BGD","VA_Q15",2016,2240810,238757,2544831,198682,1084839,2075133,1500253,689224.6,557610,574049.4,1184333,1764017,14700000,3
"231","BGD","VA_Q15",2017,2303245,269414.3,2842342,225165.3,1177709,2210470,1590399,735831.1,600769.7,588749.6,1309639,1822211,15700000,3
"232","BGD","VA_Q15",2018,2371761,293372.5,3154011,244203.8,1281006,2373214,1696943,789109.5,655559.9,603156.2,1433598,1888118,16800000,3
"233","BGD","EMP",1990,32934.97,36.53765,6428.598,26.07681,589.0883,4206.786,1384.991,125.3382,180.4923,9.472017,1850.607,2318.428,50091.38,3
"234","BGD","EMP",1991,33303,15,5925,40,525,4285,1554.996,140.1538,201.2871,10.56331,1909,2249,50158,3
"235","BGD","EMP",1992,33717.17,16.30192,5525.221,48.22145,603.6977,4622.113,1681.388,140.9434,189.5991,9.923806,2343.323,1991.401,50889.3,3
"236","BGD","EMP",1993,33985.1,17.7326,5130.294,58.1925,678.6733,4972.791,1813.846,141.5418,178.606,9.318344,2870.714,1759.688,51616.5,3
"237","BGD","EMP",1994,34295.67,19.40084,4765.21,70.64295,771.5037,5333.964,1950.072,141.7058,167.2577,8.725068,2437.773,1542.426,51504.35,3
"238","BGD","EMP",1995,34552.43,21.23495,4426.265,85.74809,892.9716,5699.795,2090.692,141.5805,155.887,8.158058,4230.863,1346.303,53651.93,3
"239","BGD","EMP",1996,34530,23,4085,103,1015,6060,2227.765,140.7881,144.8451,7.601297,5092,1168,54597,3
"240","BGD","EMP",1997,34051.6,43.60614,4005.752,110.3157,1026.264,6139.442,2282.531,154.1347,170.219,8.90029,2398.068,1355.892,51746.72,3
"241","BGD","EMP",1998,33521.84,82.85316,3921.666,118.3996,1040.771,6204.091,2336.693,168.878,199.9549,10.443,2106.875,1573.425,51285.89,3
"242","BGD","EMP",1999,32894.94,156.4851,3859.32,126.173,1072.187,6246.849,2381.218,184.5432,234.0599,12.23913,1858.262,1833.867,50860.15,3
"243","BGD","EMP",2000,32171,295,3783,134,1099,6275,2421.778,201.7905,274.0497,14.3818,2969,2126,51764,3
"244","BGD","EMP",2001,28869.27,192.6446,3952.071,120.947,1253.718,6423.22,2583.661,224.3266,256.7289,16.44715,2876.944,2258.494,49028.47,3
"245","BGD","EMP",2002,25797.31,125.5238,4136.832,108.7768,1438.026,6552.943,2744.67,248.8054,239.8947,18.78362,1881.771,2401.666,45695,3
"246","BGD","EMP",2003,22931,82,4343,98,1541,6671,2910.188,277.1757,223,21.63677,2677,2549,44324,3
"247","BGD","EMP",2004,23039.68,70.43627,4621.397,90.22738,1538.495,7058.893,3200.823,299.9138,293.0871,23.19642,1448.035,2565.746,44249.93,3
"248","BGD","EMP",2005,22984.79,60.48757,4908.147,82.62024,1588.172,7427.024,3507.025,324.0904,382.2703,24.85079,2596.823,2587.24,46473.55,3
"249","BGD","EMP",2006,22767.31,51.051,5224.218,76.488,1524.37,7820.74,3837.771,350.209,507.081,26.611,2550.256,2621.824,47357.93,3
"250","BGD","EMP",2007,23537.09,66.00282,5456.504,84.92369,1678.569,8135.198,3862.751,413.0012,467.9903,28.46405,2463.016,2643.402,48836.91,3
"251","BGD","EMP",2008,24294.83,84.3274,5697.45,93.10097,1921.245,7691.798,3887.894,487.052,429.7901,30.44614,2377.496,2645.353,49640.78,3
"252","BGD","EMP",2009,24922.63,106.6411,5920.014,100.9477,2255.07,9169.435,3913.201,574.3801,391.1618,32.56625,2291.262,2628.979,52306.28,3
"253","BGD","EMP",2010,26228.17,138.563,6320.142,112.521,2617.994,9078.999,3938.672,677.366,364.325,34.834,2260.857,2663.556,54436,3
"254","BGD","EMP",2011,26416.88,164.5527,7333.293,129.9969,2419.619,8977.298,3881.286,741.1385,390.7171,44.72297,2860.795,2780.19,56140.48,3
"255","BGD","EMP",2012,26563.14,195.1326,8505.623,150.2672,2282.334,8856.881,3824.735,810.9151,418.8252,57.41931,3031.901,2866.705,57563.88,3
"256","BGD","EMP",2013,26721.74,231.064,9843.323,173.698,2183.242,8727.847,3769.009,887.261,448.005,73.72,3418.25,2922.265,59399.42,3
"257","BGD","EMP",2014,26314.58,170.8487,9420.435,167.1837,2410.864,1030.405,4024.632,839.4682,441.6136,81.829,3206.423,3044.146,51152.43,3
"258","BGD","EMP",2015,25830.02,125.6319,8997.055,160.165,2854.786,9042.403,4297.591,794.2497,433.8234,90.82996,3927.172,3142.783,59696.51,3
"259","BGD","EMP",2016,25398.18,91.788,8594.723,152.243,3326.992,9182.631,4589.063,751.467,425.36,100.821,3676.506,3240.025,59529.79,3
"260","BGD","EMP",2017,25602.95,103.7238,9083.465,115.5363,3555.659,10431.64,5380.326,800.2433,435.5247,105.6173,3815.434,3615.164,63045.28,3
"261","BGD","EMP",2018,25808.86,99.65483,9514.109,121.3165,3646.008,10809.81,5619.196,878.734,467.6501,116.9999,3953.875,3730.08,64766.29,3
"262","BOL","VA",1990,2371.077,1581.913,2619.623,248.4168,474.0222,1874.961,1261.947,570.1406,262.082,914.2883,1552.659,685.3361,14163.42,4
"263","BOL","VA",1991,2973.534,1494.95,3392.235,379.3917,589.0488,2319.732,1687.248,693.5856,361.596,1119.218,1949.246,786.7059,17400.49,4
"264","BOL","VA",1992,3170.942,1602.147,3773.511,580.1136,683.8464,2545.259,2043.57,837.1743,534.797,1173.529,2412.13,914.4848,19785.18,4
"265","BOL","VA",1993,3582.741,1268.216,4126.858,786.2183,820.9298,2798.537,2355.518,1000.341,674.451,1259.136,2804.95,1076.271,21940.85,4
"266","BOL","VA",1994,4212.963,1353.577,4603.632,952.3583,865.4618,3143.368,2519.786,1149.138,838.299,1327.274,3167.771,1208.688,24615.68,4
"267","BOL","VA",1995,4789.906,1944.878,5392.74,1101.563,955.0083,3642.887,2640.985,1396.644,977.029,1412.935,3585.607,1407.628,28370.15,4
"268","BOL","VA",1996,5324.453,2217.391,6165.591,1121.542,988.8026,4219.918,3156.896,1703.145,1358.236,1652.407,4104.206,1638.999,32510.92,4
"269","BOL","VA",1997,6212.54,2626.343,6046.783,1140.589,1194.886,4552.433,3556.627,2325.902,1830.052,1645.979,4668.685,1917.578,36034.25,4
"270","BOL","VA",1998,5911.521,2591.515,6551.41,1307.582,1785.757,5116.986,4372.751,3004.524,2268.835,1707.966,5527.552,2216.568,40296.7,4
"271","BOL","VA",1999,6384.542,2613.481,6546.413,1374.136,1574.309,5109.257,4410.321,3758.331,2659.291,1898.384,5778.836,2495.913,42265.21,4
"272","BOL","VA",2000,6732.951,3404.921,6875.907,1510.15,1574.909,5366.478,4685.69,3615.779,2675.946,1961.796,6089.034,2692.124,44863.46,4
"273","BOL","VA",2001,7130.259,3402.145,7178.196,1600.253,1493.27,5562.971,4957.359,3554.232,2558.627,2133.779,6661.47,2894.2,46862.23,4
"274","BOL","VA",2002,7343.263,3632.678,7388.781,1651.69,1765.863,5869.712,5528.762,3311.21,2559.911,2190.871,7073.352,3110.787,49287.66,4
"275","BOL","VA",2003,8312.057,4678.04,7914.142,1826.848,1426.336,6183.271,6260.708,3471.96,2331.341,2350.254,7815.274,3336.779,53911.38,4
"276","BOL","VA",2004,9275.858,6582.361,8708.455,1923.142,1473.447,6950.252,6759.189,3642.632,2201.734,2491.87,8643.096,3626.436,60332.13,4
"277","BOL","VA",2005,9083.204,7584.917,8955.517,1997.716,1695.405,7211.979,7118.64,3607.113,2520.631,2606.382,9275.002,3722.955,63174.26,4
"278","BOL","VA",2006,10034.96,10656.78,10396.5,2127.344,2189.705,8219.372,7704.127,3863.951,2879.3,2733.617,10063.38,4108.717,72318.24,4
"279","BOL","VA",2007,10312.41,12656.75,11758.41,2255.828,2470.095,9439.951,8057.184,4143.399,3415.306,2932.046,11354.9,4445.976,80081.49,4
"280","BOL","VA",2008,12603.33,17181.47,13479.65,2436.576,2792.575,11251.22,8463.076,4435.802,4193.479,3116.941,12600.88,4814.784,93570.06,4
"281","BOL","VA",2009,13575.46,15779.3,14140.66,2631.415,3027.751,11848.01,9001.168,4600.935,4420.779,3343.402,14507.76,5239.45,98164.19,4
"282","BOL","VA",2010,14325.14,19332.4,15538.61,3010.73,3679.393,13551.02,10545.01,4954.614,5216.317,3657.495,16423.15,5700.552,111452.5,4
"283","BOL","VA",2011,16240.14,25756.8,17185.79,3299.827,4240.623,15621.44,12117.65,5140.616,5719.881,4072.239,19332.98,6172.068,129771.7,4
"284","BOL","VA",2012,18363.84,27364.08,19116.29,3549.701,4870.056,16563.64,13047.02,5662.111,7623.562,4603.138,21364.71,6827.38,142179.7,4
"285","BOL","VA",2013,21115.65,29896.03,21032.67,3913.925,5574.89,18049.3,14690.3,6044.608,9013.059,5082.774,24804.84,7506.21,158961.8,4
"286","BOL","VA",2014,22208.05,30182.64,22203.74,4259.264,6341.501,18976.52,16406.24,6342.423,10481.72,5450.317,28776.31,8108.989,171006.2,4
"287","BOL","VA",2015,23349.26,22810.39,23239.11,4669.685,6750.228,19758.17,17846.43,6741.268,11222.29,6070.607,34354.9,8846.938,176390.8,4
"288","BOL","VA",2016,26201.75,20989.99,25761.64,5140.586,7506.497,22232.54,20268.94,7486.191,12768.26,6850.695,37354.08,9842.287,191802.3,4
"289","BOL","VA",2017,30037.79,27926.25,27197.57,5546.199,7676.924,24647.28,21640.08,8000.851,13685.23,7593.194,40099.21,10655.22,213254.4,4
"290","BOL","VA",2018,31964.26,30425.96,28794.06,5894.499,7952.75,26129.48,23070.57,8495.103,14529.76,8207.391,44799.22,11440.38,229674.4,4
"291","BOL","VA_Q15",1990,10955.02,7231.094,8841.064,1301.594,1927.518,8718.011,6010.887,1700.006,1337.605,3466.509,12639.65,3857.435,67986.39,4
"292","BOL","VA_Q15",1991,12035.17,7393.201,9267.199,1393.089,2042.591,9278.222,6407.502,1781.828,1478.723,3512.428,12743.87,3998.217,71332.04,4
"293","BOL","VA_Q15",1992,11525.47,7491.687,9274.433,1457.839,2271.251,9460.641,6582.842,1954.339,1823.607,3559.423,13261.97,4180.074,72843.57,4
"294","BOL","VA_Q15",1993,12003.03,7930.134,9652.838,1684.368,2401.86,9752.058,6779.097,2146.9,2149.145,3624.928,13660.55,4361.347,76146.26,4
"295","BOL","VA_Q15",1994,12803.92,8202.672,10175.26,1873.967,2430.259,10096.12,7136.398,2341.081,2427.949,3688.357,14030.47,4462.068,79668.51,4
"296","BOL","VA_Q15",1995,12983.65,8800.729,10866.54,2036.433,2577.234,10375.26,7557.53,2454.676,2593.328,3756.535,14378.02,4626.587,83006.52,4
"297","BOL","VA_Q15",1996,13854.11,8626.754,11395.14,2104.753,2809.627,10903.17,8011.794,2677.411,3171.674,3826.373,14599.87,4840.786,86821.46,4
"298","BOL","VA_Q15",1997,14485.13,9149.83,11625.37,2203.838,2949.969,11350.9,8426.09,3374.695,3795.955,3903.809,15284.44,5095.986,91646,4
"299","BOL","VA_Q15",1998,13843.56,9658.9,11914.25,2259.322,4004.169,11575.99,8792.775,4004.074,4593.217,3984.747,15856.7,5257.096,95744.79,4
"300","BOL","VA_Q15",1999,14190.63,9218.332,12262.8,2366.141,3330.249,11660.1,8530.832,4927.814,4971.481,4074.031,16210.22,5476.65,97219.28,4
"301","BOL","VA_Q15",2000,14683.81,9809.649,12482.31,2408.725,3191.466,12075.32,8681.337,4875.553,4970.936,4146.974,16476.68,5698.522,99501.3,4
"302","BOL","VA_Q15",2001,15192,9659.1,12817.75,2424.844,2968.495,12206.92,8828.17,5090.968,4692.741,4257.836,16891.91,5861.382,100892.1,4
"303","BOL","VA_Q15",2002,15259.96,9898.6,12849.87,2478.933,3448.637,12453.16,9266.773,4784.023,4662.818,4349.487,17427.38,6017.455,102897.1,4
"304","BOL","VA_Q15",2003,16589.53,10388.79,13338.98,2551.554,2632.41,12679.92,9667.223,4780.987,4108.813,4437.239,18026.88,6126.518,105328.9,4
"305","BOL","VA_Q15",2004,16630.65,11367.68,14083.38,2630.359,2689.76,13120.38,10097.09,4844.864,3715.525,4551.036,18639.74,6312.966,108683.4,4
"306","BOL","VA_Q15",2005,17459.32,12855.57,14506.48,2701.817,2860.658,13436.59,10379.97,4754.824,3904.787,4646,19316.07,6426.074,113248.2,4
"307","BOL","VA_Q15",2006,18203,13545.55,15680.41,2810.788,3096.637,13895.72,10794.65,4977.432,4322.947,4741.247,20021.11,6584.454,118674,4
"308","BOL","VA_Q15",2007,18110.93,14496.17,16635.44,2931.994,3540.93,14555.99,11157.91,5163.441,4979.645,4850.404,20834.27,6786.867,124044,4
"309","BOL","VA_Q15",2008,18584.53,17823.01,17244.32,3036.855,3866.715,15140.65,11651.96,5321.228,5443.216,4957.583,21631.24,6968.617,131669.9,4
"310","BOL","VA_Q15",2009,19268.8,17462.53,18073.88,3222.368,4285.109,15785.69,12380.85,5503.25,5808.17,5086.544,23033.69,7218.637,137129.5,4
"311","BOL","VA_Q15",2010,19041.8,18168.2,18541.87,3458.792,4604.69,16380.81,13537.64,5704.984,6432.067,5224.034,23872.22,7470.439,142437.6,4
"312","BOL","VA_Q15",2011,19623.69,19116.4,19223.29,3712.092,4971.976,16945.8,14505.5,5859.176,6806.987,5320.944,25337.59,7668.209,149091.7,4
"313","BOL","VA_Q15",2012,20437.96,20053.03,20135.5,3928.216,5370.863,17568.73,14882.71,6047.539,8376.538,5476.579,26821.94,7936.2,157035.8,4
"314","BOL","VA_Q15",2013,21395.51,21851.78,21360.8,4129.229,5942.517,18232.61,16023.69,6259.561,9406.886,5644.484,29380.06,8187.53,167814.7,4
"315","BOL","VA_Q15",2014,22212.83,23130.44,22222.1,4393.805,6406.541,18941.31,16890.66,6493.149,10271.76,5853.194,31411.2,8519.451,176746.4,4
"316","BOL","VA_Q15",2015,23349.26,22810.39,23239.11,4669.685,6750.228,19758.17,17846.43,6741.268,11222.29,6070.607,34354.9,8846.938,176390.8,4
"317","BOL","VA_Q15",2016,24080.9,22697.48,24676.41,4916.139,7279.189,20625.33,18917.39,7027.886,12604.77,6359.643,35841.6,9231.085,194257.8,4
"318","BOL","VA_Q15",2017,25910.71,22560.07,25487.52,5114.927,7642.316,21674.8,19933.48,7341.146,13305.72,6617.082,37550.1,9605.753,202743.6,4
"319","BOL","VA_Q15",2018,27701.51,21798.03,26893.46,5287.74,7912.663,22757.71,20807.18,7683.017,14100.64,6927.193,40097.43,10031.59,211998.2,4
"320","BOL","EMP",1990,1695.193,89.05138,146.9394,2.663582,81.79546,208.7721,98.31978,22.06598,3.310139,0.4638815,230.3843,311.4403,2890.399,4
"321","BOL","EMP",1991,1807.961,97.81389,173.0983,3.149963,113.2316,257.5474,97.27092,31.92548,4.789172,0.6711527,191.0154,258.2202,3036.695,4
"322","BOL","EMP",1992,1886.687,86.05984,189.5756,3.424726,128.4998,266.1296,98.50447,38.12217,5.718743,0.8014224,185.5488,250.8303,3139.903,4
"323","BOL","EMP",1993,1872.763,70.90184,189.496,1.751871,120.9082,309.7854,119.9371,43.96196,6.594776,0.9241893,191.7701,259.2405,3188.035,4
"324","BOL","EMP",1994,1889.142,73.97401,211.5643,2.192002,161.7645,381.9147,116.0813,43.2315,6.485199,0.9088331,192.2263,259.8572,3339.342,4
"325","BOL","EMP",1995,1870.308,94.2796,228.7672,2.111673,152.1124,419.5972,121.5426,43.13005,6.46998,0.9067004,198.9476,268.9433,3407.116,4
"326","BOL","EMP",1996,1860.223,78.35315,256.6263,3.083535,154.0381,457.804,116.0656,48.05903,7.209381,1.01032,209.103,282.6716,3474.247,4
